P_CODE,AREA,PERIMETER,DIST_ID,SURVEY_NAM,VDC_ID,DISTRICT,VDC_NAME,VDC_CODE,ZONE_NAME,REGION,HHs2011,POP_2011,Male2011,Female2011,POPDEN_2011
F-SET-68-031,37186011.9,26408.34628,68,MASHTADEV,31,Bajhang,Mashdev,680031,Seti,Far-Western,500,2743,1327,1416,74.41
F-SET-68-032,15112982.99,20262.58477,68,MATELA,32,Bajhang,Matela,680032,Seti,Far-Western,451,2515,1135,1380,166.41
F-SET-68-033,11910917.85,16952.83395,68,MAULALI,33,Bajhang,Maulali,680033,Seti,Far-Western,623,3413,1567,1846,277.23
F-SET-68-034,50502121.28,41621.0738,68,MELBISAUNI,34,Bajhang,Melbisauni,680034,Seti,Far-Western,619,3492,1672,1820,66.65
F-SET-68-035,31977178.54,24579.79684,68,PARAKATNE,35,Bajhang,Parakatne,680035,Seti,Far-Western,786,4257,1935,2322,133.72
F-SET-68-036,12667079.46,20455.95518,68,PATADEVAL,36,Bajhang,Patadewal,680036,Seti,Far-Western,514,2466,1100,1366,186.58
F-SET-68-037,70720082.9,48707.67831,68,PAUWAGADHI,37,Bajhang,Pauwagadhi,680037,Seti,Far-Western,366,1962,878,1084,187.86
F-SET-68-038,62934437.82,47705.64875,68,PIPALKOT,38,Bajhang,Pipalkot,680038,Seti,Far-Western,787,4859,2423,2436,77.06
F-SET-68-039,33552720.24,27537.4272,68,RAYAL,39,Bajhang,Rayal,680039,Seti,Far-Western,1152,6395,2941,3454,190.38
F-SET-68-040,38223946.72,32452.60068,68,RILU,40,Bajhang,Rilu,680040,Seti,Far-Western,819,5340,2633,2707,147.53
F-SET-68-041,26840325.29,25406.39068,68,RITHAPATA,41,Bajhang,Rithapata,680041,Seti,Far-Western,586,2959,1471,1488,116.44
F-SET-68-042,34952814.25,26865.97537,68,SENPASELA,42,Bajhang,Sainpasela,680042,Seti,Far-Western,1117,6153,2824,3329,174.93
F-SET-68-043,21573200.67,21486.61865,68,SUBEDA,43,Bajhang,Subeda,680043,Seti,Far-Western,812,4386,2034,2352,193.94
F-SET-68-044,16540045.61,20344.83978,68,SUNIKOT,44,Bajhang,Sunikot,680044,Seti,Far-Western,371,2074,940,1134,126.65
F-SET-68-045,45361931.69,35692.17456,68,SUNKUDA,45,Bajhang,Sunkuda,680045,Seti,Far-Western,1259,7194,3275,3919,159.64
F-SET-68-046,67705002.08,37693.1742,68,SURMA,46,Bajhang,Surma,680046,Seti,Far-Western,579,3705,1853,1852,54.76
F-SET-68-047,11734686.27,15416.26332,68,SYADI,47,Bajhang,Syandi,680047,Seti,Far-Western,777,5573,2707,2866,190.15
F-SET-68-048,10096542.32,15686.13011,68,KHAPTAD NATIONAL PARK,48,Bajhang,Khaptad National Par,680048,Seti,Far-Western,0,0,0,0,0
F-SET-69-001,17893609.06,22863.20172,69,BAWALA,1,Achham,Babala,690001,Seti,Far-Western,539,2813,1243,1570,157.21
F-SET-69-002,5497103.832,11036.51667,69,BAIJANATH,2,Achham,Baijanath,690002,Seti,Far-Western,286,1271,583,688,231.22
F-SET-69-003,11950485.1,20135.61894,69,BANNATOLI,3,Achham,Bannatoli,690003,Seti,Far-Western,600,2933,1312,1621,245.43
F-SET-69-004,10735984.44,17046.12156,69,BARADADEVI,4,Achham,Baradadevi,690004,Seti,Far-Western,833,4452,2022,2430,414.68
F-SET-69-005,61342329.88,39641.73539,69,BASTI,5,Achham,Basti,690005,Seti,Far-Western,668,3716,1739,1977,60.58
F-SET-69-006,24977927.51,25419.61243,69,BATULASAIN,6,Achham,Batulasen,690006,Seti,Far-Western,705,4199,2027,2172,168.11
F-SET-69-007,20653989.03,31117.3099,69,BAYELA,7,Achham,Bayala,690007,Seti,Far-Western,759,3948,1832,2116,191.15
F-SET-69-008,3658094.119,8740.578123,69,BHAGYASHWARI,8,Achham,Bhagyaswori,690008,Seti,Far-Western,243,1091,461,630,298.24
F-SET-69-009,46764869.89,36988.59805,69,BHAIRAVSTHAN,9,Achham,Bhairavsthan,690009,Seti,Far-Western,820,4382,2111,2271,93.48
F-SET-69-010,46057774.67,36262.47792,69,BHATAKATIYA,10,Achham,Bhatakatiya,690010,Seti,Far-Western,828,4653,2254,2399,101.02
F-SET-69-011,10504706.26,14148.0762,69,MULI,11,Achham,Bhuli,690011,Seti,Far-Western,526,2779,1251,1528,264.55
F-SET-69-012,16559488.9,21990.77236,69,BINAYAK,12,Achham,Binayak,690012,Seti,Far-Western,1033,5611,2585,3026,338.84
F-SET-69-013,14703043.59,23667.24814,69,BINDHYABASINI,13,Achham,Bindhyabasini,690013,Seti,Far-Western,559,3222,1500,1722,226.06
F-SET-69-014,18431506.62,23611.9256,69,BIRPATH,14,Achham,Birpath,690014,Seti,Far-Western,532,2875,1387,1488,155.98
F-SET-69-015,23674092.24,25490.01219,69,BUDHAKOT,15,Achham,Budhakot,690015,Seti,Far-Western,517,2877,1309,1568,121.53
F-SET-69-016,12066428.26,19705.17395,69,CHALSA,16,Achham,Chalsa,690016,Seti,Far-Western,461,2564,1272,1292,212.49
F-SET-69-017,14405224.6,22272.56875,69,CHANDIKA,17,Achham,Chandika,690017,Seti,Far-Western,439,2111,932,1179,146.54
F-SET-69-018,5490375.236,11480.22372,69,CHAPHAMANDAUN,18,Achham,Chaphamandaun,690018,Seti,Far-Western,241,1281,587,694,233.32
F-SET-69-019,19479501.12,19501.33437,69,DARNA,19,Achham,Darna,690019,Seti,Far-Western,801,4387,1888,2499,225.21
F-SET-69-020,21801677.59,24231.47149,69,DEVISTHAN,20,Achham,Devisthan,690020,Seti,Far-Western,393,2215,1029,1186,101.6
F-SET-69-021,28547948.48,39557.37338,69,DHAKARI,21,Achham,Dhakari,690021,Seti,Far-Western,725,4036,1901,2135,142.27
F-SET-69-022,8620038.58,13770.20299,69,DHAKU,22,Achham,Dhaku,690022,Seti,Far-Western,356,1801,833,968,208.93
F-SET-69-023,16685551.99,20832.60726,69,DHAMALI,23,Achham,Dhamali,690023,Seti,Far-Western,710,3801,1706,2095,235.61
F-SET-69-024,28271073.76,27113.73561,69,GHODASAIN,24,Achham,Dhodasain,690024,Seti,Far-Western,848,4782,2304,2478,169.08
F-SET-69-025,12721938.01,18475.64462,69,GHUGHURKOT,25,Achham,Dhudharukot,690025,Seti,Far-Western,621,3124,1409,1715,245.6
F-SET-69-026,60032084.13,45208.42491,69,DHUNGACHALNA,26,Achham,Dhungachalna,690026,Seti,Far-Western,982,5656,2815,2841,93.77
F-SET-69-027,13379412.21,19576.91251,69,DUNI,27,Achham,Duni,690027,Seti,Far-Western,509,2457,1177,1280,183.55
F-SET-69-028,5514137.965,11408.85142,69,GAJARA,28,Achham,Gajara,690028,Seti,Far-Western,354,1599,692,907,289.99
F-SET-69-029,8022424.462,13620.9372,69,HATTIKOT,29,Achham,Hatikot,690029,Seti,Far-Western,346,1847,783,1064,230.19
F-SET-69-030,36592561.02,34264.3546,69,HICHMA,30,Achham,Hichma,690030,Seti,Far-Western,994,5355,2499,2856,146.53
F-SET-69-031,7856605.787,15065.20262,69,JALAPADEVI,31,Achham,Jalapadevi,690031,Seti,Far-Western,542,2613,1093,1520,332.59
F-SET-69-032,21068694.42,21229.37701,69,JANALIBANDALI,32,Achham,Janalibandali,690032,Seti,Far-Western,648,3304,1442,1862,156.82
F-SET-69-033,4255439.966,11339.77894,69,JANALIKOT,33,Achham,Janalikot,690033,Seti,Far-Western,368,1780,731,1049,418.29
F-SET-69-034,9935065.648,13744.78,69,JUPU,34,Achham,Jupu,690034,Seti,Far-Western,607,2891,1265,1626,290.99
F-SET-69-035,6928250.509,15122.66309,69,KALAGAUN,35,Achham,Kalagaun,690035,Seti,Far-Western,589,2708,1162,1546,390.88
F-SET-69-036,36413174.02,27621.46153,69,KALEKANDA,36,Achham,Kalekanda,690036,Seti,Far-Western,562,3490,1637,1853,95.92
F-SET-69-037,10114312.07,14577.32637,69,KALIKA,37,Achham,Kalika,690037,Seti,Far-Western,605,3081,1273,1808,304.62
F-SET-69-038,18807379.09,19751.4105,69,KUCHI KALIKASTHAN,38,Achham,Kalikasthan,690038,Seti,Far-Western,651,3423,1564,1859,182
F-SET-69-039,16998793.85,24613.60364,69,KHAPTAD,39,Achham,Khaptad,690039,Seti,Far-Western,289,1695,831,864,94.58
F-SET-69-040,30080559.07,24125.30308,69,SHODASA,40,Achham,Khodasadevi,690040,Seti,Far-Western,714,3934,1855,2079,130.78
F-SET-69-041,19734862.12,21678.43301,69,KUIKA,41,Achham,Kuika,690041,Seti,Far-Western,777,4281,1949,2332,216.93
F-SET-69-042,66608115.27,52055.79248,69,KUNTIBANDALI,42,Achham,Kuntibandali,690042,Seti,Far-Western,594,3169,1428,1741,47.58
F-SET-69-043,19698269.37,25188.69874,69,KUSAKOT,43,Achham,Kushkot,690043,Seti,Far-Western,792,4654,2186,2468,236.27
F-SET-69-044,7388994.694,13283.98122,69,LAYATI,44,Achham,Layati,690044,Seti,Far-Western,490,2575,1196,1379,348.47
F-SET-69-045,18585746.72,26814.22244,69,LUNGRA,45,Achham,Lungra,690045,Seti,Far-Western,767,3855,1631,2224,207.41
F-SET-69-046,12853532.1,15639.12093,69,MALATIKOT,46,Achham,Malatikot,690046,Seti,Far-Western,445,2630,1234,1396,204.61
F-SET-69-047,31112201.83,32036.83937,69,MANGALSEN,47,Achham,Mangalsen,690047,Seti,Far-Western,2222,10458,5051,5407,336.14
F-SET-69-048,16078371.61,22666.6341,69,MARKU,48,Achham,Marku,690048,Seti,Far-Western,471,2156,936,1220,134.09
F-SET-69-049,8469691.468,14914.80896,69,MASHTABANDALI,49,Achham,Mashtabandali,690049,Seti,Far-Western,367,1932,909,1023,228.12
F-SET-69-050,8766129.723,14706.36691,69,MASHTAMANDAUN,50,Achham,Mashtamandaun,690050,Seti,Far-Western,702,3441,1615,1826,392.53
F-SET-69-051,30972678.13,24950.06097,69,NADA,51,Achham,Nada,690051,Seti,Far-Western,501,2848,1405,1443,92.07
F-SET-69-052,20184063.68,23247.95856,69,NANDEGADA,52,Achham,Nandegada,690052,Seti,Far-Western,648,3780,1719,2061,183.19
F-SET-69-053,4846951.776,9396.634198,69,NAWATHANA,53,Achham,Nawathana,690053,Seti,Far-Western,372,2005,956,1049,413.67
F-SET-69-054,11193630.96,18709.32019,69,OLIGAUN,54,Achham,Oligaun,690054,Seti,Far-Western,676,3328,1477,1851,297.31
F-SET-69-055,11593934.1,15024.62088,69,PATALKOT,55,Achham,Patalkot,690055,Seti,Far-Western,505,2825,1372,1453,243.66
F-SET-69-056,26969569.81,24033.63085,69,PAYAL,56,Achham,Payal,690056,Seti,Far-Western,1054,4994,2208,2786,185.17
F-SET-69-057,21779139.21,27820.28914,69,PUTLETAULI,57,Achham,Pulletala,690057,Seti,Far-Western,589,3148,1527,1621,144.56
F-SET-69-058,75532231.16,49197.19964,69,RAHAPH,58,Achham,Rahaph,690058,Seti,Far-Western,844,4557,2248,2309,60.38
F-SET-69-059,50561368.47,35481.73075,69,RAMAROSHAN,59,Achham,Ramarosan,690059,Seti,Far-Western,1031,5989,2942,3047,118.5
F-SET-69-060,17743340.96,22048.29806,69,RANIBAN,60,Achham,Raniban,690060,Seti,Far-Western,514,2837,1324,1513,159.69
F-SET-69-061,7645615.104,13168.26336,69,RIDIKOT,61,Achham,Ridikot,690061,Seti,Far-Western,328,1539,667,872,201.29
F-SET-69-062,29020280.96,24726.37721,69,RISIDAHA,62,Achham,Risidaha,690062,Seti,Far-Western,830,4560,2217,2343,143.23
F-SET-69-063,13532773.2,18426.25519,69,SANTADA,63,Achham,Santada,690063,Seti,Far-Western,509,2800,1335,1465,206.91
F-SET-69-064,17424290.54,26400.37865,69,SERA,64,Achham,Sera,690064,Seti,Far-Western,521,2716,1221,1495,155.88
F-SET-69-065,9347632.883,15100.7834,69,SIDDHESHWAR,65,Achham,Siddheswor,690065,Seti,Far-Western,917,4168,1984,2184,445.88
F-SET-69-066,82049135.34,46414.58531,69,SYUDI,66,Achham,Siudi,690066,Seti,Far-Western,964,5032,2286,2746,61.33
F-SET-69-067,25094803.82,29437.86428,69,SAUKAT,67,Achham,Soukat,690067,Seti,Far-Western,1348,6655,2908,3747,265.2
F-SET-69-068,19874579.33,21921.28102,69,SUTAR,68,Achham,Sutar,690068,Seti,Far-Western,598,3614,1730,1884,181.84
F-SET-69-069,13070555.85,20189.36657,69,THANTI,69,Achham,Thanti,690069,Seti,Far-Western,471,2673,1277,1396,260.68
F-SET-69-070,8163287.152,15583.90341,69,TIMILSAIN,70,Achham,Timilsain,690070,Seti,Far-Western,412,2060,890,1170,252.35
F-SET-69-071,18535596.04,19755.26477,69,TOLI,71,Achham,Toli,690071,Seti,Far-Western,700,4000,1860,2140,215.8
F-SET-69-072,8216711.006,14188.48857,69,TOSI,72,Achham,Tosi,690072,Seti,Far-Western,424,2282,1085,1197,197.79
F-SET-69-073,36208445.74,35643.58261,69,TURMAKHAD,73,Achham,Turmakhad,690073,Seti,Far-Western,762,4057,1960,2097,121.64
F-SET-69-074,86882828.4,46992.81245,69,BALANTA,74,Achham,Walant,690074,Seti,Far-Western,706,4078,1936,2142,46.97
F-SET-69-075,20687005.15,28976.40182,69,WARLA,75,Achham,Warla,690075,Seti,Far-Western,664,3735,1810,1925,180.27
F-SET-69-076,38805843.88,41689.85238,69,KHAPTAD NATIONAL PARK,76,Achham,Khaptad National Par,690076,Seti,Far-Western,0,0,0,0,0
F-SET-70-001,16848379.51,18984.85781,70,BANJH KAKANI,1,Doti,BanjaKakani,700001,Seti,Far-Western,798,4162,1740,2422,242.03
F-SET-70-002,17179845.54,20214.43667,70,BANLEK,2,Doti,Banlek,700002,Seti,Far-Western,1037,4895,2020,2875,281.93
F-SET-70-003,115322461.4,60911.66657,70,BARCHHAIN,3,Doti,Barchhen,700003,Seti,Far-Western,950,5743,2826,2917,50.07
F-SET-70-004,14063391.33,19242.67882,70,BASUDEVI,4,Doti,Basudevi,700004,Seti,Far-Western,706,3344,1410,1934,240.42
F-SET-70-005,38615557.61,35440.33708,70,BHUMIRAJMANDAUN,5,Doti,Bhumirajmadau,700005,Seti,Far-Western,911,4857,2245,2612,126.54
F-SET-70-006,52823783.54,33481.24128,70,CHAMARACHAUTARA,6,Doti,ChawaraChautara,700006,Seti,Far-Western,526,2896,1341,1555,55.21
F-SET-70-007,31691734.09,27035.72511,70,CHHAPALI,7,Doti,Chhapali,700007,Seti,Far-Western,623,3244,1422,1822,100.28
F-SET-70-008,47787186.61,31807.10694,70,CHHATIWAN,8,Doti,Chhatiwan,700008,Seti,Far-Western,742,4001,1992,2009,84.01
F-SET-70-009,14650028.16,18685.82381,70,DAHAKALIKASTHAN,9,Doti,Dahakalikasthan,700009,Seti,Far-Western,447,2374,1017,1357,165.89
F-SET-70-010,33287053.67,26085.69153,70,DAUD,10,Doti,Daud,700010,Seti,Far-Western,1173,6117,2709,3408,184.06
F-SET-70-011,81208765.74,44370.03147,70,GHANGALGAUN,11,Doti,Ghanghalgau,700011,Seti,Far-Western,675,3980,1952,2028,49.24
F-SET-70-012,38865984.82,26257.99572,70,DHIRKAMANDAUN,12,Doti,Dhirkamandau,700012,Seti,Far-Western,324,1890,899,991,48.63
F-SET-70-013,74921417.48,56860.02382,70,DIPAYAL SILGADHI MUNICIPALITY,13,Doti,DipayalSilgadhiN.P.,700013,Seti,Far-Western,5493,23416,10774,12642,315.83
F-SET-70-014,28491114.33,22726.09025,70,DURGAMANDAUN,14,Doti,Durgamadau,700014,Seti,Far-Western,858,3942,1665,2277,139.52
F-SET-70-015,94781300.07,49112.84419,70,GADSERA,15,Doti,Gadasera,700015,Seti,Far-Western,538,2975,1412,1563,31.47
F-SET-70-016,26855210.68,27563.20317,70,GAGUDA,16,Doti,Gaguda,700016,Seti,Far-Western,584,3058,1401,1657,112.75
F-SET-70-017,18974145.35,19500.82337,70,GAIRAGAUN,17,Doti,Gaihragau,700017,Seti,Far-Western,725,3377,1431,1946,177.85
F-SET-70-018,12424865.21,14761.07283,70,GAJARI,18,Doti,Ganjari,700018,Seti,Far-Western,504,2390,1040,1350,189.5
F-SET-70-019,39741287.91,29875.92141,70,GHANTESHWAR,19,Doti,Ghanteswor,700019,Seti,Far-Western,507,2736,1338,1398,68.83
F-SET-70-020,26605062.07,31797.05709,70,GIRICHAUKA,20,Doti,Girichauka,700020,Seti,Far-Western,784,4040,1762,2278,151.62
F-SET-70-021,23745265.86,30601.12002,70,JIJODAMANDAUN,21,Doti,Jijodamandau,700021,Seti,Far-Western,393,1953,840,1113,82.66
F-SET-70-022,18624638.15,22945.29348,70,KADAMANDAUN,22,Doti,Kadamadaun,700022,Seti,Far-Western,860,3788,1584,2204,202.88
F-SET-70-023,14644567.93,18131.26769,70,KALENA,23,Doti,Kalena,700023,Seti,Far-Western,542,2729,1263,1466,186.59
F-SET-70-024,21087728.89,20327.46324,70,KALIKASTHAN,24,Doti,Kalikasthan,700024,Seti,Far-Western,1067,5121,2135,2986,246.77
F-SET-70-025,70635697.04,36809.18761,70,KANACHAUR,25,Doti,Kanachaur,700025,Seti,Far-Western,374,2086,972,1114,29.51
F-SET-70-026,37601583.91,35974.94524,70,KAPHALLEKI,26,Doti,Kapalleki,700026,Seti,Far-Western,753,3845,1633,2212,102.08
F-SET-70-027,31927962.01,28197.2244,70,KEDAR AKHADA,27,Doti,KedarAkhada,700027,Seti,Far-Western,292,1839,871,968,57.56
F-SET-70-028,20219684.93,31144.03108,70,KHATIWADA,28,Doti,Khatiwada,700028,Seti,Far-Western,1207,5812,2537,3275,282.78
F-SET-70-029,12152690.64,15309.44634,70,KHIRSAIN,29,Doti,Khirsain,700029,Seti,Far-Western,630,2836,1193,1643,233.77
F-SET-70-030,25840325.52,27521.04569,70,LADAGADA,30,Doti,Ladagada,700030,Seti,Far-Western,871,4169,1845,2324,159.37
F-SET-70-031,29669610.08,31773.71372,70,LAMIKHAL,31,Doti,Lamikhal,700031,Seti,Far-Western,853,4294,1842,2452,144.98
F-SET-70-032,51861029.68,36519.60494,70,LANAKEDARESHWAR,32,Doti,LanaKedareswor,700032,Seti,Far-Western,566,3491,1705,1786,67.52
F-SET-70-033,38516072.11,46610.46488,70,LATAMANDAUN,33,Doti,Latamandau,700033,Seti,Far-Western,1104,5028,2164,2864,130.54
F-SET-70-034,86975450.6,56006.72078,70,LAKSMINAGAR,34,Doti,LaxmiNagar,700034,Seti,Far-Western,911,4846,2358,2488,55.77
F-SET-70-035,19908100.88,22733.95631,70,MAHADEVSTHAN,35,Doti,Mahadevsthan,700035,Seti,Far-Western,798,3954,1667,2287,198.22
F-SET-70-036,84803573.14,48110.31592,70,MANNAKAPADI,36,Doti,Mannakapadi,700036,Seti,Far-Western,528,3506,1713,1793,41.1
F-SET-70-037,53962536.36,43881.57624,70,MUDBHARA,37,Doti,Mudabhara,700037,Seti,Far-Western,970,4758,2028,2730,87.8
F-SET-70-038,35669968.27,38032.20978,70,MUDEGAUN,38,Doti,Mudhegau,700038,Seti,Far-Western,462,2367,1004,1363,66.01
F-SET-70-039,61800942.97,46420.70715,70,NIRAULI,39,Doti,Nirauli,700039,Seti,Far-Western,528,3037,1507,1530,48.74
F-SET-70-040,17180329.17,24178.90347,70,PACHNALI,40,Doti,Pachanali,700040,Seti,Far-Western,647,3001,1203,1798,172.2
F-SET-70-041,26534328.47,25405.64856,70,POKHARI,41,Doti,Pokhari,700041,Seti,Far-Western,872,4252,1878,2374,161.43
F-SET-70-042,13763489.52,16117.1704,70,RANAGAUN,42,Doti,Ranagau,700042,Seti,Far-Western,596,2890,1172,1718,205.4
F-SET-70-043,8445650.941,13767.58577,70,SANAGAUN,43,Doti,Sanagau,700043,Seti,Far-Western,558,2467,1085,1382,300.26
F-SET-70-044,87870907.82,41565.13428,70,SARASWATINAGAR,44,Doti,Saraswotinagar,700044,Seti,Far-Western,582,3229,1549,1680,36.7
F-SET-70-045,28771728.28,25912.63325,70,SATPHARI,45,Doti,Satphari,700045,Seti,Far-Western,516,2961,1424,1537,105.98
F-SET-70-046,51211021.01,45694.48615,70,SIMCHAUR,46,Doti,Simchaur,700046,Seti,Far-Western,514,3172,1572,1600,61.95
F-SET-70-047,28680144.63,26498.74981,70,TIJALI,47,Doti,Tijali,700047,Seti,Far-Western,441,2134,930,1204,74.62
F-SET-70-048,31389838.06,28446.80848,70,TIKHATAR,48,Doti,Tikhatar,700048,Seti,Far-Western,1188,5870,2501,3369,181.21
F-SET-70-049,41910483,30776.81997,70,TOLENI,49,Doti,Toleni,700049,Seti,Far-Western,1154,6177,2919,3258,147.55
F-SET-70-050,27130390.34,28230.1162,70,BAGALEK,50,Doti,Wagalek,700050,Seti,Far-Western,843,4201,1890,2311,155.02
F-SET-70-051,32031524.37,35002.40335,70,BARPATA,51,Doti,Warpata,700051,Seti,Far-Western,858,3820,1598,2222,118.89
F-SET-70-052,94773336.2,51699.17574,70,KHAPTAD NATIONAL PARK,52,Doti,Khaptad National Park,700052,Seti,Far-Western,0,0,0,0,0
F-SET-71-001,127557128,60582.59936,71,BALIYA,1,Kailali,Baliya,710001,Seti,Far-Western,8573,41461,19491,21970,325.04
F-SET-71-002,24413086.88,34298.3476,71,BASAUTI,2,Kailali,Basauti,710002,Seti,Far-Western,1052,6347,3057,3290,259.98
F-SET-71-003,35678651.51,42518.11011,71,BELADEVIPUR,3,Kailali,Beladevipur,710003,Seti,Far-Western,1912,11400,5428,5972,319.52
F-SET-71-004,28902890.37,38666.63519,71,BHAJANI,4,Kailali,Bhajani,710004,Seti,Far-Western,2507,14917,7507,7410,514.17
F-SET-71-005,26442119.76,36335.50169,71,BAUNIYA,5,Kailali,Boniya,710005,Seti,Far-Western,2457,13899,6560,7339,525.64
F-SET-71-006,77061626.94,51852.62877,71,CHUHA,6,Kailali,Chauha,710006,Seti,Far-Western,3647,19891,9247,10644,258.12
F-SET-71-007,140752446.6,98249.98753,71,CHAUMALA,7,Kailali,Chaumala,710007,Seti,Far-Western,5293,27586,12729,14857,195.99
F-SET-71-008,25114531.3,28900.56372,71,DHANSINGHPUR,8,Kailali,Dansinhapur,710008,Seti,Far-Western,1540,8750,4142,4608,348.41
F-SET-71-009,47773528.76,51093.20595,71,DARAKH,9,Kailali,Darakh,710009,Seti,Far-Western,3153,17623,8693,8930,368.89
F-SET-71-010,104010140.5,62260.07726,71,DHANGADHI MUNICIPALITY,10,Kailali,DhangadhiN.P.,710010,Seti,Far-Western,21030,101970,51439,50531,980.38
F-SET-71-011,56221776.59,46466.73684,71,DODODHARA,11,Kailali,Dododhara,710011,Seti,Far-Western,3588,19827,9438,10389,352.66
F-SET-71-012,26034475.79,30450.57892,71,DURGAULI,12,Kailali,Durgauli,710012,Seti,Far-Western,2626,13683,6340,7343,525.57
F-SET-71-013,64223441.17,48969.4728,71,GADARIYA,13,Kailali,Gadariya,710013,Seti,Far-Western,1657,11104,5481,5623,172.9
F-SET-71-014,31184919,38779.01362,71,GETA,14,Kailali,Geta,710014,Seti,Far-Western,3720,19329,9494,9835,619.82
F-SET-71-015,186725651.2,86315.17751,71,GODAWARI,15,Kailali,Godawari,710015,Seti,Far-Western,2906,15572,7052,8520,83.68
F-SET-71-016,70097336.75,63029.2049,71,HASULIYA,16,Kailali,Hasuliya,710016,Seti,Far-Western,2385,14129,6872,7257,201.56
F-SET-71-017,14028239.03,25538.34321,71,JANAKINAGAR,17,Kailali,Janakinagar,710017,Seti,Far-Western,992,5905,2959,2946,420.94
F-SET-71-018,39128945.88,51008.45487,71,JOSHIPUR,18,Kailali,Joshipur,710018,Seti,Far-Western,3935,22560,11274,11286,576.56
F-SET-71-019,85869673.76,50113.51903,71,KHAILAD,19,Kailali,Khailad,710019,Seti,Far-Western,2043,11985,5817,6168,139.57
F-SET-71-020,231723199.8,75356.31381,71,KHAIRALA,20,Kailali,Khairala,710020,Seti,Far-Western,796,4563,2283,2280,19.69
F-SET-71-021,21037452.59,33928.49687,71,KOTA TULSIPUR,21,Kailali,KotaTulsipur,710021,Seti,Far-Western,2115,12856,6215,6641,611.11
F-SET-71-022,27494347.66,41215.07542,71,LALBOJHI,22,Kailali,Lalbojhi,710022,Seti,Far-Western,1818,11247,5643,5604,409.06
F-SET-71-023,51301396.28,39570.08816,71,MALAKHETI,23,Kailali,Malakheti,710023,Seti,Far-Western,4803,23814,11300,12514,464.2
F-SET-71-024,71795235.15,57035.48192,71,MASURIYA,24,Kailali,Masuriya,710024,Seti,Far-Western,3828,22017,10677,11340,306.67
F-SET-71-025,154388844.1,82838.84356,71,MAHANYAL,25,Kailali,Mohanyal,710025,Seti,Far-Western,771,4681,2404,2277,30.32
F-SET-71-026,20206643.94,30041.86131,71,MANUWA,26,Kailali,Munuwa,710026,Seti,Far-Western,1990,11556,5600,5956,571.89
F-SET-71-027,25969114.62,46256.28298,71,NARAYANPUR,27,Kailali,Narayanpur,710027,Seti,Far-Western,2186,11207,5210,5997,431.54
F-SET-71-028,117198045.2,52811.11144,71,NIGALI,28,Kailali,Nigali,710028,Seti,Far-Western,1030,6027,2920,3107,51.43
F-SET-71-029,79276197.34,58749.9891,71,PAHALWANPUR,29,Kailali,Pahalmanpur,710029,Seti,Far-Western,2587,15055,7371,7684,189.9
F-SET-71-030,129507901,56149.80089,71,PANDAUN,30,Kailali,Pandaun,710030,Seti,Far-Western,583,3404,1774,1630,26.28
F-SET-71-031,46997534.35,42070.89837,71,PATHARIYA,31,Kailali,Pathariya,710031,Seti,Far-Western,3443,17396,8057,9339,370.15
F-SET-71-032,13185495.88,19825.9207,71,PABERA,32,Kailali,Pawera,710032,Seti,Far-Western,980,5835,2813,3022,442.53
F-SET-71-033,44677749.72,45237.36926,71,PHULBARI,33,Kailali,Phulbari,710033,Seti,Far-Western,3844,20508,9681,10827,459.02
F-SET-71-034,20384189.21,25989.21364,71,PRATAPPUR,34,Kailali,Pratapapur,710034,Seti,Far-Western,2537,14073,6670,7403,690.38
F-SET-71-035,159821550.2,66750.08178,71,RAMSHIKHAR JHALA,35,Kailali,RamsikharJhala,710035,Seti,Far-Western,3156,18016,8641,9375,112.73
F-SET-71-036,46410522.57,41332.29433,71,RATANPUR,36,Kailali,Ratnapur,710036,Seti,Far-Western,1187,6979,3509,3470,150.37
F-SET-71-037,67576920.88,54861.87957,71,SANDEPANI,37,Kailali,Sadepani,710037,Seti,Far-Western,4278,24892,12147,12745,368.35
F-SET-71-038,144261201.1,67104.74658,71,SAHAJPUR,38,Kailali,Sahajpur,710038,Seti,Far-Western,1536,8334,4126,4208,57.77
F-SET-71-039,34280617.86,35623.2505,71,SHRIPUR,39,Kailali,Sreepur,710039,Seti,Far-Western,3310,17978,8408,9570,524.44
F-SET-71-040,343054841.3,125987.8408,71,SUGARKHAL,40,Kailali,Sugarkhal,710040,Seti,Far-Western,2615,13968,6736,7232,40.72
F-SET-71-041,33978571.83,37312.48637,71,THAPAPUR,41,Kailali,Thapapur,710041,Seti,Far-Western,2349,13696,6749,6947,404.38
F-SET-71-042,67244875.89,49395.76777,71,TIKAPUR MUNICIPALITY,42,Kailali,TikapurN.P.,710042,Seti,Far-Western,11630,56127,26893,29234,834.67
F-SET-71-043,46841502.49,44711.61699,71,UDASIPUR,43,Kailali,Udasipur,710043,Seti,Far-Western,1492,9304,4474,4830,198.63
F-SET-71-044,83161678.45,64703.10529,71,URMA,44,Kailali,Urma,710044,Seti,Far-Western,2533,15188,7302,7886,182.63
M-BHE-57-001,25388912.57,34651.13388,57,BAGESHWARI,1,Banke,Bageswari,570001,Bheri,Mid-Western,2840,12671,5641,7030,499.07
M-BHE-57-002,31258624.79,37756.26559,57,BANKATWA,2,Banke,Banakatawa,570002,Bheri,Mid-Western,3883,18792,8772,10020,601.18
