P_CODE,MMI_MAX,MMI_MEAN
M-RAP-53-029,4.32,4.17
M-RAP-53-030,4.41,4.18
M-RAP-53-031,4.39,4.19
M-RAP-53-032,4.53,4.28
M-RAP-53-033,4.50,4.26
M-RAP-53-034,4.58,4.24
M-RAP-53-035,4.22,4.13
M-RAP-53-036,4.53,4.20
M-RAP-53-037,4.59,4.37
M-RAP-53-038,4.47,4.16
M-RAP-53-039,4.38,4.20
M-RAP-53-040,4.43,4.17
M-RAP-53-041,4.29,4.22
M-RAP-53-042,4.48,4.29
M-RAP-53-043,4.47,4.33
M-RAP-53-044,4.63,4.34
M-RAP-53-045,4.33,4.14
M-RAP-53-046,4.43,4.30
M-RAP-53-047,4.42,4.21
M-RAP-53-048,4.41,4.26
M-RAP-53-049,4.53,4.36
M-RAP-53-050,4.42,4.19
M-RAP-53-051,4.43,4.16
M-RAP-54-001,4.09,4.02
M-RAP-54-002,4.08,4.02
M-RAP-54-003,4.20,4.07
M-RAP-54-004,4.34,4.07
M-RAP-54-005,4.22,4.12
M-RAP-54-006,4.42,4.11
M-RAP-54-007,4.17,4.08
M-RAP-54-008,4.21,4.10
M-RAP-54-009,4.30,4.16
M-RAP-54-010,4.07,4.03
M-RAP-54-011,4.10,4.02
M-RAP-54-012,4.16,4.05
M-RAP-54-013,4.07,4.01
M-RAP-54-014,4.49,4.24
M-RAP-54-015,4.34,4.14
M-RAP-54-016,4.20,4.06
M-RAP-54-017,4.25,4.14
M-RAP-54-018,4.47,4.26
M-RAP-54-019,4.21,4.11
M-RAP-54-020,4.17,4.05
M-RAP-54-021,4.30,4.19
M-RAP-54-022,4.20,4.08
M-RAP-54-023,4.13,4.03
M-RAP-54-024,4.36,4.17
M-RAP-54-025,4.38,4.18
M-RAP-54-026,4.30,4.16
M-RAP-54-027,4.32,4.10
M-RAP-54-028,4.27,4.10
M-RAP-54-029,4.24,4.09
M-RAP-54-030,4.24,4.11
M-RAP-54-031,4.11,4.02
M-RAP-54-032,4.20,4.11
M-RAP-54-033,4.29,4.13
M-RAP-54-034,4.30,4.15
M-RAP-54-035,4.67,4.27
M-RAP-54-036,4.18,4.09
M-RAP-54-037,4.23,4.11
M-RAP-54-038,4.12,4.04
M-RAP-54-039,4.28,4.10
M-RAP-54-040,4.28,4.12
M-RAP-54-041,4.20,4.06
M-RAP-54-042,4.19,4.08
M-RAP-54-043,4.54,4.26
M-RAP-55-001,4.13,4.05
M-RAP-55-002,4.71,4.25
M-RAP-55-003,4.18,4.10
M-RAP-55-004,4.15,3.99
M-RAP-55-005,4.26,4.12
M-RAP-55-006,4.07,4.01
M-RAP-55-007,4.19,4.08
M-RAP-55-008,4.30,4.10
M-RAP-55-009,4.26,4.10
M-RAP-55-010,4.32,4.15
M-RAP-55-011,4.30,4.03
M-RAP-55-012,4.41,4.16
M-RAP-55-013,4.10,4.00
M-RAP-55-014,4.23,4.12
M-RAP-55-015,4.12,4.05
M-RAP-55-016,4.14,4.02
M-RAP-55-017,4.10,3.96
M-RAP-55-018,4.16,4.04
M-RAP-55-019,4.24,4.06
M-RAP-55-020,4.08,3.99
M-RAP-55-021,4.25,4.04
M-RAP-55-022,4.24,4.07
M-RAP-55-023,4.21,4.03
M-RAP-55-024,4.17,4.09
M-RAP-55-025,4.19,4.08
M-RAP-55-026,4.38,4.17
M-RAP-55-027,4.25,4.14
M-RAP-55-028,4.06,3.99
M-RAP-55-029,4.12,4.02
M-RAP-55-030,4.15,4.08
M-RAP-55-031,4.07,3.96
M-RAP-55-032,4.07,4.01
M-RAP-55-033,4.12,4.02
M-RAP-55-034,4.12,4.01
M-RAP-55-035,4.06,3.98
M-RAP-55-036,4.19,4.05
M-RAP-55-037,4.32,4.17
M-RAP-55-038,4.40,4.19
M-RAP-55-039,4.14,4.08
M-RAP-55-040,4.33,4.13
M-RAP-55-041,4.44,4.24
M-RAP-55-042,4.18,4.04
M-RAP-55-043,4.45,4.16
M-RAP-55-044,4.22,4.06
M-RAP-55-045,4.23,4.10
M-RAP-55-046,4.43,4.20
M-RAP-55-047,4.21,4.12
M-RAP-56-001,4.56,4.17
M-RAP-56-002,5.04,4.37
M-RAP-56-003,4.92,4.48
M-RAP-56-004,5.36,4.90
M-RAP-56-005,4.66,4.43
M-RAP-56-006,4.87,4.28
M-RAP-56-007,5.05,4.93
M-RAP-56-008,4.97,4.61
M-RAP-56-009,5.29,4.62
M-RAP-56-010,5.36,4.73
M-RAP-56-011,5.06,4.49
M-RAP-56-012,4.49,4.09
M-RAP-56-013,4.81,4.32
M-RAP-56-014,4.58,4.38
M-RAP-56-015,4.88,4.43
M-RAP-56-016,4.81,4.59
M-RAP-56-017,4.42,4.27
M-RAP-56-018,4.75,4.29
M-RAP-56-019,5.37,4.72
M-RAP-56-020,4.95,4.43
M-RAP-56-021,4.49,4.32
M-RAP-56-022,5.00,4.91
M-RAP-56-023,5.13,4.90
M-RAP-56-024,4.59,4.14
M-RAP-56-025,4.78,4.33
M-RAP-56-026,4.57,4.26
M-RAP-56-027,4.46,4.15
M-RAP-56-028,5.10,4.22
M-RAP-56-029,4.88,4.38
M-RAP-56-030,4.41,4.23
M-RAP-56-031,5.20,4.48
M-RAP-56-032,5.12,4.80
M-RAP-56-033,4.72,4.27
M-RAP-56-034,4.77,4.51
M-RAP-56-035,5.40,4.81
M-RAP-56-036,5.36,4.72
M-RAP-56-037,4.40,4.28
M-RAP-56-038,4.97,4.81
M-RAP-56-039,4.99,4.66
M-RAP-56-040,4.81,4.31
M-RAP-56-041,4.92,4.68
W-DHA-42-001,5.19,4.82
W-DHA-42-002,5.46,4.91
W-DHA-42-003,5.40,4.97
W-DHA-42-004,5.24,4.84
W-DHA-42-005,5.09,4.82
W-DHA-42-006,5.02,4.91
W-DHA-42-007,5.00,4.82
W-DHA-42-008,5.06,4.72
W-DHA-42-009,4.84,4.70
W-DHA-42-010,4.97,4.79
W-DHA-42-011,4.88,4.75
W-DHA-42-012,5.26,4.82
W-DHA-42-013,4.87,4.72
W-DHA-42-014,4.99,4.90
W-DHA-42-015,5.73,5.04
W-DHA-42-016,5.15,4.75
W-DHA-43-001,4.95,4.74
W-DHA-43-002,4.97,4.87
W-DHA-43-003,4.91,4.79
W-DHA-43-004,4.93,4.82
W-DHA-43-005,4.93,4.76
W-DHA-43-006,4.87,4.80
W-DHA-43-007,4.86,4.68
W-DHA-43-008,4.97,4.75
W-DHA-43-009,4.86,4.78
W-DHA-43-010,4.90,4.79
W-DHA-43-011,4.85,4.72
W-DHA-43-012,4.74,4.62
W-DHA-43-013,4.92,4.80
W-DHA-43-014,5.01,4.88
W-DHA-43-015,5.02,4.48
W-DHA-43-016,5.02,4.89
W-DHA-43-017,4.80,4.74
W-DHA-43-018,4.87,4.83
W-DHA-43-019,4.85,4.73
W-DHA-43-020,5.15,4.72
W-DHA-43-021,4.75,4.56
W-DHA-43-022,4.78,4.67
W-DHA-43-023,4.77,4.65
W-DHA-43-024,5.04,4.60
W-DHA-43-025,4.67,4.57
W-DHA-43-026,5.37,4.90
W-DHA-43-027,4.93,4.71
W-DHA-43-028,4.88,4.64
W-DHA-43-029,4.94,4.75
W-DHA-43-030,4.79,4.78
W-DHA-43-031,4.93,4.81
W-DHA-43-032,4.97,4.84
W-DHA-43-033,4.87,4.81
W-DHA-43-034,5.12,4.93
W-DHA-43-035,4.93,4.87
W-DHA-43-036,4.90,4.65
W-DHA-43-037,5.14,4.92
W-DHA-43-038,4.81,4.77
W-DHA-43-039,4.76,4.65
W-DHA-43-040,5.01,4.82
W-DHA-44-001,5.24,5.15
W-DHA-44-002,5.09,5.02
W-DHA-44-003,5.13,5.07
W-DHA-44-004,5.22,5.04
W-DHA-44-005,5.13,5.08
W-DHA-44-006,5.01,4.96
W-DHA-44-007,4.91,4.85
W-DHA-44-008,5.28,5.15
W-DHA-44-009,5.17,5.11
W-DHA-44-010,5.18,5.06
W-DHA-44-011,5.23,5.17
W-DHA-44-012,5.14,5.00
W-DHA-44-013,5.14,5.04
W-DHA-44-014,5.14,5.04
W-DHA-44-015,5.39,5.18
W-DHA-44-016,5.24,5.12
W-DHA-44-017,5.41,5.14
W-DHA-44-018,5.26,5.12
W-DHA-44-019,5.13,5.00
W-DHA-44-020,4.98,4.91
W-DHA-44-021,5.11,5.04
W-DHA-44-022,5.14,5.10
W-DHA-44-023,5.36,5.24
W-DHA-44-024,5.43,5.30
W-DHA-44-025,5.19,5.05
W-DHA-44-026,5.23,5.13
W-DHA-44-027,5.24,5.16
W-DHA-44-028,5.33,5.17
W-DHA-44-029,5.30,5.20
W-DHA-44-030,5.09,4.99
W-DHA-44-031,5.17,5.05
W-DHA-44-032,5.10,4.99
W-DHA-44-033,5.02,4.90
W-DHA-44-034,5.31,5.13
W-DHA-44-035,5.14,5.08
W-DHA-44-036,4.95,4.87
W-DHA-44-037,5.31,5.12
W-DHA-44-038,5.26,5.01
W-DHA-44-039,5.22,5.12
W-DHA-44-040,5.18,5.10
W-DHA-44-041,5.21,5.03
W-DHA-44-042,5.09,5.02
W-DHA-44-043,5.15,5.09
W-DHA-44-044,5.23,5.10
W-DHA-44-045,5.02,4.90
W-DHA-44-046,5.30,5.17
W-DHA-44-047,5.28,5.19
W-DHA-44-048,5.43,5.20
W-DHA-44-049,5.23,5.15
W-DHA-44-050,5.17,5.06
W-DHA-44-051,5.27,5.16
W-DHA-44-052,5.30,5.16
W-DHA-44-053,5.29,5.15
W-DHA-44-054,5.22,5.14
W-DHA-44-055,5.28,5.06
W-DHA-45-001,4.66,4.48
W-DHA-45-002,5.14,4.99
W-DHA-45-003,5.00,4.82
W-DHA-45-004,4.95,4.81
W-DHA-45-005,5.08,5.02
W-DHA-45-006,5.04,4.89
W-DHA-45-007,5.04,4.94
W-DHA-45-008,5.00,4.86
W-DHA-45-009,4.71,4.59
W-DHA-45-010,4.99,4.87
W-DHA-45-011,5.24,5.03
W-DHA-45-012,4.61,4.46
W-DHA-45-013,4.75,4.55
W-DHA-45-014,4.76,4.42
W-DHA-45-015,4.70,4.57
W-DHA-45-016,5.08,4.97
W-DHA-45-017,4.80,4.67
W-DHA-45-018,5.10,4.95
W-DHA-45-019,4.68,4.55
W-DHA-45-020,4.67,4.50
W-DHA-45-021,4.98,4.86
W-DHA-45-022,5.04,4.86
W-DHA-45-023,5.14,5.00
W-DHA-45-024,5.19,4.96
W-DHA-45-025,4.86,4.65
W-DHA-45-026,5.03,4.80
W-DHA-45-027,4.96,4.81
W-DHA-45-028,4.84,4.72
W-DHA-45-029,5.17,4.91
W-DHA-45-030,4.82,4.65
W-DHA-45-031,5.14,4.92
W-DHA-45-032,4.86,4.76
W-DHA-45-033,4.79,4.59
W-DHA-45-034,5.21,4.97
W-DHA-45-035,4.88,4.84
W-DHA-45-036,4.91,4.86
W-DHA-45-037,4.83,4.74
W-DHA-45-038,5.24,5.13
W-DHA-45-039,5.08,4.90
W-DHA-45-040,4.52,4.37
W-DHA-45-041,5.08,4.96
W-DHA-45-042,5.06,4.93
W-DHA-45-043,5.05,4.93
W-DHA-45-044,4.83,4.69
W-DHA-45-045,4.65,4.55
W-DHA-45-046,4.80,4.67
W-DHA-45-047,5.02,4.96
W-DHA-45-048,4.95,4.90
W-DHA-45-049,4.99,4.87
W-DHA-45-050,4.84,4.76
W-DHA-45-051,4.94,4.85
W-DHA-45-052,5.10,5.01
W-DHA-45-053,4.98,4.89
W-DHA-45-054,4.85,4.69
W-DHA-45-055,4.91,4.82
W-DHA-45-056,4.79,4.55
W-DHA-45-057,4.85,4.62
W-DHA-45-058,4.91,4.82
W-DHA-45-059,4.98,4.75
W-DHA-45-060,4.94,4.89
W-GAN-36-001,7.79,7.56
W-GAN-36-002,7.86,7.62
W-GAN-36-003,7.91,7.72
W-GAN-36-004,7.87,7.80
W-GAN-36-005,7.94,7.81
W-GAN-36-006,7.88,7.82
W-GAN-36-007,8.12,7.94
W-GAN-36-008,8.11,7.89
W-GAN-36-009,8.11,7.97
W-GAN-36-010,7.16,6.80
W-GAN-36-011,8.01,7.87
W-GAN-36-012,8.14,7.94
W-GAN-36-013,6.67,6.37
W-GAN-36-014,7.99,7.80
W-GAN-36-015,7.14,6.72
W-GAN-36-016,7.86,7.67
W-GAN-36-017,7.96,7.90
W-GAN-36-018,8.12,7.96
W-GAN-36-019,7.92,7.85
W-GAN-36-020,7.95,7.83
W-GAN-36-021,7.94,7.79
W-GAN-36-022,7.96,7.89
W-GAN-36-023,7.79,7.65
W-GAN-36-024,7.86,7.73
W-GAN-36-025,8.01,7.89
W-GAN-36-026,7.54,7.36
W-GAN-36-027,8.11,7.98
W-GAN-36-028,7.46,7.36
W-GAN-36-029,7.61,7.56
W-GAN-36-030,7.76,7.58
W-GAN-36-031,7.75,7.65
W-GAN-36-032,7.50,7.37
W-GAN-36-033,7.63,7.57
W-GAN-36-034,7.45,7.12
W-GAN-36-035,7.58,7.39
W-GAN-36-036,8.04,7.82
W-GAN-36-037,7.50,7.40
W-GAN-36-038,7.47,7.43
W-GAN-36-039,6.94,6.61
W-GAN-36-040,7.99,7.95
W-GAN-36-041,8.16,8.02
W-GAN-36-042,7.55,7.43
W-GAN-36-043,7.96,7.85
W-GAN-36-044,7.72,7.64
W-GAN-36-045,7.94,7.87
W-GAN-36-046,7.91,7.77
W-GAN-36-047,7.81,7.62
W-GAN-36-048,7.84,7.74
W-GAN-36-049,7.97,7.86
W-GAN-36-050,8.18,7.98
W-GAN-36-051,7.16,6.89
W-GAN-36-052,6.68,6.15
W-GAN-36-053,7.74,7.57
W-GAN-36-054,7.85,7.68
W-GAN-36-055,7.64,7.56
W-GAN-36-056,7.30,7.18
W-GAN-36-057,7.71,7.59
W-GAN-36-058,8.02,7.93
W-GAN-36-059,7.88,7.78
W-GAN-36-060,7.82,7.73
W-GAN-36-061,7.92,7.85
W-GAN-36-062,8.03,7.91
W-GAN-36-063,7.86,7.76
W-GAN-36-064,7.78,7.60
W-GAN-36-065,7.57,7.49
W-GAN-36-066,7.43,7.29
W-GAN-36-067,7.55,7.42
W-GAN-37-001,7.16,6.99
W-GAN-37-002,6.44,6.28
W-GAN-37-003,6.54,6.37
W-GAN-37-004,6.27,6.15
W-GAN-37-005,6.29,6.20
W-GAN-37-006,6.60,6.49
W-GAN-37-007,6.41,6.29
W-GAN-37-008,7.58,7.35
W-GAN-37-009,7.29,7.04
W-GAN-37-010,6.02,5.90
W-GAN-37-011,6.30,6.19
W-GAN-37-012,6.99,6.81
W-GAN-37-013,5.98,5.75
W-GAN-37-014,6.69,6.44
W-GAN-37-015,7.52,7.30
W-GAN-37-016,7.61,7.37
W-GAN-37-017,6.40,6.23
W-GAN-37-018,6.81,6.47
W-GAN-37-019,6.90,6.65
W-GAN-37-020,7.57,7.29
W-GAN-37-021,7.25,6.91
W-GAN-37-022,6.70,6.45
W-GAN-37-023,7.59,7.21
W-GAN-37-024,6.88,6.71
W-GAN-37-025,7.09,6.76
W-GAN-37-026,7.33,7.08
W-GAN-37-027,6.61,6.39
W-GAN-37-028,6.09,5.89
W-GAN-37-029,6.30,6.08
W-GAN-37-030,6.06,6.02
W-GAN-37-031,6.65,6.51
W-GAN-37-032,7.57,7.30
W-GAN-37-033,6.23,6.13
W-GAN-37-034,6.51,6.35
W-GAN-37-035,6.20,6.02
W-GAN-37-036,6.30,5.89
W-GAN-37-037,7.58,7.38
W-GAN-37-038,6.67,6.47
W-GAN-37-039,6.30,6.06
W-GAN-37-040,7.19,7.01
W-GAN-37-041,6.26,6.19
W-GAN-37-042,7.02,6.82
W-GAN-37-043,6.39,6.27
W-GAN-37-044,7.20,7.01
W-GAN-37-045,6.96,6.71
W-GAN-37-046,5.85,5.73
W-GAN-37-047,6.45,6.30
W-GAN-37-048,7.37,7.25
W-GAN-37-049,6.45,6.31
W-GAN-37-050,6.38,6.26
W-GAN-37-051,6.92,6.85
W-GAN-37-052,6.25,6.12
W-GAN-37-053,6.39,6.20
W-GAN-37-054,6.99,6.84
W-GAN-37-055,6.52,6.35
W-GAN-37-056,6.15,5.92
W-GAN-37-057,6.53,6.32
W-GAN-37-058,6.94,6.68
W-GAN-37-059,7.19,7.00
W-GAN-37-060,6.74,6.57
W-GAN-37-061,6.09,6.01
W-GAN-38-001,8.25,7.93
W-GAN-38-002,6.20,5.89
W-GAN-38-003,7.28,7.02
W-GAN-38-004,7.77,7.44
W-GAN-38-005,7.33,7.05
W-GAN-38-006,7.24,7.02
W-GAN-38-007,7.61,7.29
W-GAN-38-008,6.08,5.90
W-GAN-38-009,6.20,6.04
W-GAN-38-010,7.13,6.69
W-GAN-38-011,7.04,6.68
W-GAN-38-012,6.33,6.11
W-GAN-38-013,8.23,8.11
W-GAN-38-014,7.68,7.41
W-GAN-38-015,7.09,6.93
W-GAN-38-016,8.26,7.87
W-GAN-38-017,8.22,7.76
W-GAN-38-018,7.98,7.51
W-GAN-38-019,6.27,5.91
W-GAN-38-020,6.33,6.01
W-GAN-38-021,5.95,5.71
W-GAN-38-022,6.08,5.88
W-GAN-38-023,7.37,7.04
W-GAN-38-024,6.70,6.40
W-GAN-38-025,6.94,6.69
W-GAN-38-026,7.31,7.10
W-GAN-38-027,6.34,6.08
W-GAN-38-028,5.98,5.74
W-GAN-38-029,7.60,7.20
W-GAN-38-030,6.61,6.40
W-GAN-38-031,6.68,6.39
W-GAN-38-032,6.34,6.14
W-GAN-38-033,6.58,6.22
W-GAN-38-034,7.09,6.79
W-GAN-38-035,7.51,7.23
W-GAN-38-036,5.73,5.58
W-GAN-38-037,6.75,6.44
W-GAN-38-038,6.34,6.21
W-GAN-38-039,6.53,6.40
W-GAN-38-040,6.95,6.59
W-GAN-38-041,6.88,6.58
W-GAN-38-042,6.40,6.19
W-GAN-38-043,6.70,6.25
W-GAN-38-044,6.30,6.03
W-GAN-38-045,6.92,6.67
W-GAN-38-046,6.26,5.99
W-GAN-38-047,6.95,6.68
W-GAN-39-001,5.11,4.98
W-GAN-39-002,5.37,5.25
W-GAN-39-003,5.19,5.14
W-GAN-39-004,5.79,5.36
W-GAN-39-005,5.35,5.24
W-GAN-39-006,5.60,5.50
W-GAN-39-007,5.45,5.36
W-GAN-39-008,5.43,5.37
W-GAN-39-009,5.17,5.13
W-GAN-39-010,5.24,5.09
W-GAN-39-011,5.60,5.44
W-GAN-39-012,5.08,4.97
W-GAN-39-013,5.68,5.52
W-GAN-39-014,5.66,5.52
W-GAN-39-015,5.30,5.17
W-GAN-39-016,5.70,5.55
W-GAN-39-017,5.89,5.69
W-GAN-39-018,5.72,5.63
W-GAN-39-019,5.52,5.36
W-GAN-39-020,5.38,5.24
W-GAN-39-021,5.40,5.25
W-GAN-39-022,5.92,5.58
W-GAN-39-023,5.53,5.43
W-GAN-39-024,5.36,5.23
W-GAN-39-025,5.37,5.20
W-GAN-39-026,5.56,5.52
W-GAN-39-027,5.52,5.39
W-GAN-39-028,5.44,5.29
W-GAN-39-029,5.69,5.55
W-GAN-39-030,5.57,5.48
W-GAN-39-031,5.83,5.59
W-GAN-39-032,5.51,5.42
W-GAN-39-033,5.31,5.22
W-GAN-39-034,5.62,5.44
W-GAN-39-035,5.61,5.45
W-GAN-39-036,5.40,5.14
W-GAN-39-037,5.69,5.57
W-GAN-39-038,5.50,5.33
W-GAN-39-039,5.36,5.21
W-GAN-39-040,5.87,5.55
W-GAN-39-041,5.41,5.24
W-GAN-39-042,5.48,5.38
W-GAN-39-043,5.32,5.12
W-GAN-39-044,5.68,5.41
W-GAN-39-045,5.56,5.41
W-GAN-39-046,5.30,5.18
W-GAN-39-047,6.09,5.67
W-GAN-39-048,6.12,5.73
W-GAN-39-049,5.38,5.30
W-GAN-39-050,6.14,5.59
W-GAN-39-051,5.48,5.34
W-GAN-39-052,5.23,5.10
W-GAN-39-053,5.35,5.18
W-GAN-39-054,5.64,5.34
W-GAN-39-055,6.17,5.83
W-GAN-39-056,5.75,5.59
W-GAN-39-057,5.51,5.40
W-GAN-39-058,5.41,5.35
W-GAN-39-059,5.32,5.25
W-GAN-39-060,5.54,5.38
W-GAN-39-061,5.35,5.20
W-GAN-39-062,5.58,5.45
W-GAN-40-001,6.58,6.27
W-GAN-40-002,6.28,5.97
W-GAN-40-003,6.29,5.89
W-GAN-40-004,5.44,5.19
W-GAN-40-005,6.26,6.04
W-GAN-40-006,5.91,5.43
W-GAN-40-007,5.28,5.04
W-GAN-40-008,6.33,6.03
W-GAN-40-009,5.44,5.29
W-GAN-40-010,5.47,5.26
W-GAN-40-011,5.71,5.50
W-GAN-40-012,6.09,5.51
W-GAN-40-013,5.34,5.03
W-GAN-40-014,6.18,5.93
W-GAN-40-015,5.97,5.72
W-GAN-40-016,6.59,6.35
W-GAN-40-017,6.45,6.26
W-GAN-40-018,6.02,5.65
W-GAN-40-019,6.14,5.92
W-GAN-40-020,5.96,5.61
W-GAN-40-021,6.28,6.04
W-GAN-40-022,6.75,6.44
W-GAN-40-023,5.44,5.14
W-GAN-40-024,5.51,5.12
W-GAN-40-025,5.68,5.21
W-GAN-40-026,6.34,6.20
W-GAN-40-027,6.31,6.04
W-GAN-40-028,6.11,5.73
W-GAN-40-029,6.04,5.51
W-GAN-40-030,6.25,6.10
W-GAN-40-031,5.70,5.39
W-GAN-40-032,6.66,6.34
W-GAN-40-033,6.25,5.73
W-GAN-40-034,6.14,5.88
W-GAN-40-035,5.49,5.26
W-GAN-40-036,6.43,6.05
W-GAN-40-037,6.35,6.00
W-GAN-40-038,5.27,5.19
W-GAN-40-039,6.33,5.98
W-GAN-40-040,6.10,5.41
W-GAN-40-041,6.37,6.09
W-GAN-40-042,6.34,5.86
W-GAN-40-043,6.34,6.05
W-GAN-40-044,6.33,6.05
W-GAN-40-045,6.34,6.22
W-GAN-41-001,5.36,5.16
W-GAN-41-002,5.87,5.57
W-GAN-41-003,6.44,5.98
W-GAN-41-004,5.61,5.37
W-GAN-41-005,5.41,5.24
W-GAN-41-006,5.30,5.03
W-GAN-41-007,5.42,5.17
W-GAN-41-008,5.59,5.31
W-GAN-41-010,5.51,5.34
W-GAN-41-011,5.87,5.58
W-GAN-41-012,5.33,5.04
W-GAN-41-013,6.27,5.78
W-LUM-46-001,4.54,4.49
W-LUM-46-002,5.09,4.96
W-LUM-46-003,4.91,4.77
W-LUM-46-004,4.91,4.77
W-LUM-46-005,5.04,4.98
W-LUM-46-006,4.90,4.78
W-LUM-46-007,4.89,4.72
W-LUM-46-008,4.62,4.55
W-LUM-46-009,4.81,4.71
W-LUM-46-010,4.99,4.94
W-LUM-46-011,4.90,4.77
W-LUM-46-012,4.57,4.51
W-LUM-46-013,5.26,4.93
W-LUM-46-014,5.00,4.79
W-LUM-46-015,5.05,4.95
W-LUM-46-016,5.01,4.88
W-LUM-46-017,5.08,4.94
W-LUM-46-018,5.07,4.82
W-LUM-46-019,4.85,4.80
W-LUM-46-020,4.64,4.60
W-LUM-46-021,5.11,4.93
W-LUM-46-022,5.01,4.84
W-LUM-46-023,4.67,4.60
W-LUM-46-024,4.98,4.86
W-LUM-46-025,4.89,4.68
W-LUM-46-026,4.96,4.76
W-LUM-46-027,4.73,4.67
W-LUM-46-028,4.94,4.74
W-LUM-46-029,4.92,4.74
W-LUM-46-030,5.02,4.90
W-LUM-46-031,4.82,4.75
W-LUM-46-032,4.88,4.71
W-LUM-46-033,4.89,4.78
W-LUM-46-034,5.04,4.92
W-LUM-46-035,4.92,4.80
W-LUM-46-036,5.00,4.87
W-LUM-46-037,5.36,4.99
W-LUM-46-038,4.77,4.67
W-LUM-46-039,5.16,4.92
W-LUM-46-040,5.16,4.94
W-LUM-46-041,5.00,4.86
W-LUM-46-042,5.05,4.99
W-LUM-46-043,4.83,4.80
W-LUM-46-044,5.02,4.83
W-LUM-46-045,4.65,4.55
W-LUM-46-046,5.07,4.89
W-LUM-46-047,5.04,4.84
W-LUM-46-048,5.02,4.83
W-LUM-46-049,5.00,4.94
W-LUM-46-050,5.10,4.87
W-LUM-46-051,4.95,4.86
W-LUM-46-052,5.06,4.89
W-LUM-46-053,5.14,4.99
W-LUM-46-054,5.24,4.99
W-LUM-46-055,4.76,4.71
W-LUM-46-056,5.04,4.92
W-LUM-46-057,4.61,4.55
W-LUM-46-058,4.80,4.65
W-LUM-46-059,4.84,4.72
W-LUM-46-060,4.69,4.59
W-LUM-46-061,4.81,4.67
W-LUM-46-062,4.94,4.81
W-LUM-46-063,4.83,4.74
W-LUM-46-064,4.87,4.79
W-LUM-46-065,4.91,4.74
W-LUM-46-066,4.91,4.66
W-LUM-46-067,5.14,4.97
W-LUM-46-068,5.04,4.95
W-LUM-46-069,5.07,4.90
W-LUM-46-070,5.00,4.92
W-LUM-46-071,5.08,4.89
W-LUM-46-072,4.89,4.80
W-LUM-46-073,4.83,4.64
W-LUM-46-074,4.86,4.75
W-LUM-46-075,5.20,4.94
W-LUM-46-076,5.10,4.95
W-LUM-46-077,5.01,4.82
W-LUM-46-078,4.95,4.84
W-LUM-46-079,4.88,4.73
W-LUM-47-001,5.80,5.50
W-LUM-47-002,5.01,4.92
W-LUM-47-003,5.60,5.36
W-LUM-47-004,4.99,4.84
W-LUM-47-005,5.20,5.10
W-LUM-47-006,5.30,5.11
W-LUM-47-007,5.17,5.09
W-LUM-47-008,5.06,4.88
W-LUM-47-009,5.48,5.37
W-LUM-47-010,5.20,5.04
W-LUM-47-011,5.15,5.01
W-LUM-47-012,5.27,5.18
W-LUM-47-013,5.03,4.90
W-LUM-47-014,5.44,5.26
W-LUM-47-015,5.49,5.17
W-LUM-47-016,5.98,5.62
W-LUM-47-017,5.22,5.16
W-LUM-47-018,5.13,4.96
W-LUM-47-019,5.45,5.33
W-LUM-47-020,5.17,4.96
W-LUM-47-021,5.08,4.90
W-LUM-47-022,5.38,5.18
W-LUM-47-023,5.95,5.74
W-LUM-47-024,5.64,5.55
W-LUM-47-025,5.48,5.35
W-LUM-47-026,5.44,5.18
W-LUM-47-027,5.40,5.33
W-LUM-47-028,5.32,5.25
W-LUM-47-029,5.35,5.19
W-LUM-47-030,5.40,5.31
W-LUM-47-031,5.41,5.27
W-LUM-47-032,5.78,5.63
W-LUM-47-033,5.03,4.82
W-LUM-47-034,5.60,5.39
W-LUM-47-035,5.19,4.90
W-LUM-47-036,5.26,5.11
W-LUM-47-037,5.77,5.46
W-LUM-47-038,5.28,5.14
W-LUM-47-039,5.28,5.09
W-LUM-47-040,5.14,5.05
W-LUM-47-041,4.96,4.91
W-LUM-47-042,5.25,5.07
W-LUM-47-043,5.01,4.92
W-LUM-47-044,5.24,5.13
W-LUM-47-045,5.08,4.97
W-LUM-47-046,5.82,5.58
W-LUM-47-047,5.09,4.98
W-LUM-47-048,5.32,5.18
W-LUM-47-049,5.07,4.92
W-LUM-47-050,5.40,5.22
W-LUM-47-051,5.52,5.35
W-LUM-47-052,5.40,5.28
W-LUM-47-053,6.12,5.71
W-LUM-47-054,5.56,5.43
W-LUM-47-055,5.29,5.16
W-LUM-47-056,5.80,5.64
W-LUM-47-057,4.89,4.78
W-LUM-47-058,4.93,4.83
W-LUM-47-059,5.80,5.49
W-LUM-47-060,5.12,4.96
W-LUM-47-061,5.38,5.33
W-LUM-47-062,5.36,5.14
W-LUM-47-063,5.18,5.04
W-LUM-47-064,5.02,4.93
W-LUM-47-065,5.93,5.74
W-LUM-47-066,5.25,5.14
W-LUM-48-001,6.87,6.63
W-LUM-48-002,7.38,7.04
W-LUM-48-003,6.24,6.19
W-LUM-48-004,6.35,6.31
W-LUM-48-005,6.45,6.34
W-LUM-48-006,6.22,6.20
W-LUM-48-007,6.07,5.69
W-LUM-48-008,6.50,6.27
W-LUM-48-009,6.36,6.32
W-LUM-48-010,6.69,6.47
W-LUM-48-011,6.75,6.54
W-LUM-48-012,6.34,5.89
